uniq_obs_int_id	sample_sdi	n	n_mmdbs	n_nr_mmdbs	cdds	sfs_ids	cdds_B	sfs_ids_B	single	self_lca	lca_level	lca_tax	lca_name	lca_depth
319037	(302036, 1)	1	1	1	MVP_shoulder	271837			1	1	species	10116	Rattus norvegicus	31
319038	(302036, 2)	1	1	1	MVP_shoulder	271837			1	1	species	10116	Rattus norvegicus	31
319039	(302046, 1)	1	1	1	MVP_shoulder	271837			1	1	species	10116	Rattus norvegicus	31
319040	(302046, 2)	1	1	1	MVP_shoulder	271837			1	1	species	10116	Rattus norvegicus	31
319041	(302056, 2)	1	1	1	MVP_shoulder	271837			1	1	species	10116	Rattus norvegicus	31
319042	(302056, 1)	1	1	1	MVP_shoulder	271837			1	1	species	10116	Rattus norvegicus	31
319043	(302066, 1)	1	1	1	MVP_shoulder	271837			1	1	species	10116	Rattus norvegicus	31
319044	(302066, 2)	1	1	1	MVP_shoulder	271837			1	1	species	10116	Rattus norvegicus	31
319045	(302076, 1)	1	1	1	MVP_shoulder	271837			1	1	species	10116	Rattus norvegicus	31
319046	(302076, 2)	1	1	1	MVP_shoulder	271837			1	1	species	10116	Rattus norvegicus	31
319047	(302086, 1)	1	1	1	MVP_shoulder	271837			1	1	species	10116	Rattus norvegicus	31
319048	(302086, 2)	1	1	1	MVP_shoulder	271837			1	1	species	10116	Rattus norvegicus	31
319049	(302096, 1)	1	1	1	MVP_shoulder	271837			1	1	species	10116	Rattus norvegicus	31
319050	(302096, 2)	1	1	1	MVP_shoulder	271837			1	1	species	10116	Rattus norvegicus	31
319051	(302106, 1)	1	1	1	MVP_shoulder	271837			1	1	species	10116	Rattus norvegicus	31
319052	(302106, 2)	1	1	1	MVP_shoulder	271837			1	1	species	10116	Rattus norvegicus	31
319053	(302116, 1)	1	1	1	MVP_shoulder	271837			1	1	species	10116	Rattus norvegicus	31
319054	(302116, 2)	1	1	1	MVP_shoulder	271837			1	1	species	10116	Rattus norvegicus	31
319055	(302126, 1)	1	1	1	MVP_shoulder	271837			1	1	species	10116	Rattus norvegicus	31
319056	(302126, 2)	1	1	1	MVP_shoulder	271837			1	1	species	10116	Rattus norvegicus	31
319057	(302136, 1)	1	1	1	MVP_shoulder	271837			1	1	species	10116	Rattus norvegicus	31
319058	(302022, 1)	1	1	1	Vault	201831			1	1	species	10116	Rattus norvegicus	31
319059	(302032, 1)	1	1	1	Vault	201831			1	1	species	10116	Rattus norvegicus	31
319060	(302102, 1)	1	1	1	Vault	201831			1	1	species	10116	Rattus norvegicus	31
319061	(302112, 1)	1	1	1	Vault	201831			1	1	species	10116	Rattus norvegicus	31
319062	(302112, 2)	1	1	1	Vault	201831			1	1	species	10116	Rattus norvegicus	31
319063	(302122, 1)	1	1	1	Vault	201831			1	1	species	10116	Rattus norvegicus	31
319064	(302122, 2)	1	1	1	Vault	201831			1	1	species	10116	Rattus norvegicus	31
319065	(302132, 1)	1	1	1	Vault	201831			1	1	species	10116	Rattus norvegicus	31
319066	(302132, 2)	1	1	1	Vault	201831			1	1	species	10116	Rattus norvegicus	31
319067	(302142, 1)	1	1	1	Vault	201831			1	1	species	10116	Rattus norvegicus	31
319068	(302032, 2)	1	1	1	Vault	201831			1	1	species	10116	Rattus norvegicus	31
319069	(302042, 1)	1	1	1	Vault	201831			1	1	species	10116	Rattus norvegicus	31
319070	(302042, 2)	1	1	1	Vault	201831			1	1	species	10116	Rattus norvegicus	31
319071	(302052, 1)	1	1	1	Vault	201831			1	1	species	10116	Rattus norvegicus	31
319072	(302052, 2)	1	1	1	Vault	201831			1	1	species	10116	Rattus norvegicus	31
319074	(302062, 2)	1	1	1	Vault	201831			1	1	species	10116	Rattus norvegicus	31
319075	(302072, 1)	1	1	1	Vault	201831			1	1	species	10116	Rattus norvegicus	31
319076	(302072, 2)	1	1	1	Vault	201831			1	1	species	10116	Rattus norvegicus	31
319077	(302082, 1)	1	1	1	Vault	201831			1	1	species	10116	Rattus norvegicus	31
319078	(302082, 2)	1	1	1	Vault	201831			1	1	species	10116	Rattus norvegicus	31
319080	(302092, 2)	1	1	1	Vault	201831			1	1	species	10116	Rattus norvegicus	31
319081	(302102, 2)	1	1	1	Vault	201831			1	1	species	10116	Rattus norvegicus	31
569790	(615357, 1)	2	1	1	HAD_like	271880			0	1	species	3702	Arabidopsis thaliana	22
664855	(719042, 1)	1	1	1	Ribosomal_S30	271989	Ribosomal_S23	241773	1	1	no rank	559292	Saccharomyces cerevisiae S288c	15
319161	(309079, 1)	1	1	1	UBAN	197361			1	1	species	10090	Mus musculus	32
319162	(309080, 1)	1	1	1	UBAN	197361			1	1	species	10090	Mus musculus	32
577496	(549806, 6)	3	3	1	Med17	255795	Med11	255875	0	0	species	4932	Saccharomyces cerevisiae	14
319171	(309095, 1)	1	1	1	UBAN	197361			1	1	species	10090	Mus musculus	32
319172	(309096, 1)	1	1	1	UBAN	197361			1	1	species	10090	Mus musculus	32
577500	(549798, 1)	2	2	1	Med22	253602	Med17	255795	0	1	no rank	559292	Saccharomyces cerevisiae S288c	15
319212	(347023, 1)	1	1	1	PRK05783	260624			1	1	species	111955	Sulfolobus tokodaii	9
319213	(347024, 1)	1	1	1	PRK05783	260624			1	1	species	111955	Sulfolobus tokodaii	9
319256	(310508, 1)	6	1	1	Connexin	154908			0	1	species	9606	Homo sapiens	32
319216	(310508, 2)	6	1	1	Connexin	154908			0	1	species	9606	Homo sapiens	32
319260	(310506, 5)	6	1	1	Connexin	154908	Connexin_CCC	199017	0	1	species	9606	Homo sapiens	32
319222	(310507, 4)	6	1	1	Connexin_CCC	199017	Connexin	154908	0	1	species	9606	Homo sapiens	32
319228	(310507, 7)	12	1	1	Connexin_CCC	199017			0	1	species	9606	Homo sapiens	32
577498	(447516, 5)	1	1	1	Med18	255466	Med11	255875	1	1	no rank	559292	Saccharomyces cerevisiae S288c	15
319276	(345100, 1)	8	4	1	Glo_EDI_BRP_like	271752			0	1	species	29309	Streptomyces verticillus	11
319277	(345100, 2)	1	1	1	Glo_EDI_BRP_like	271752	Acetyltransf_1	271799	1	1	species	29309	Streptomyces verticillus	11
319278	(345117, 1)	1	1	1	Acetyltransf_1	271799	Glo_EDI_BRP_like	271752	1	1	species	29309	Streptomyces verticillus	11
53218	(216650, 6)	1	1	1	NBD_sugar-kinase_HSP70_actin	271791	MHC_II_alpha	243283	1	1	species	10090	Mus musculus	32
319321	(333803, 2)	2	1	1	Tir_receptor_M	146275			0	1	no rank	155864	Escherichia coli O157:H7 str. EDL933	11
90168	(94500, 1)	1	1	1	UCR_6-4kD	255138	Peptidase_M16_C	253075	1	1	species	9913	Bos taurus	30
319437	(322829, 1)	14	5	1	Gal_Lectin	251115			0	1	species	8018	Oncorhynchus keta	27
321489	(435488, 1)	2	2	1	Na_K_ATPase_bet	263549	ATP1G1_PLM_MAT8	145295	0	1	species	7797	Squalus acanthias	20
319548	(316907, 2)	1	1	1	ATP1G1_PLM_MAT8	145295	Na_K_ATPase_bet	263549	1	1	species	7797	Squalus acanthias	20
319554	(316907, 1)	1	1	1	ATP1G1_PLM_MAT8	145295	Cation_ATPase_C	250058	1	1	species	7797	Squalus acanthias	20
325383	(387584, 1)	10	5	1	PLN02581	244179			0	1	species	3702	Arabidopsis thaliana	22
319610	(306300, 1)	1	1	1	Cyt_c_Oxidase_VIII	238470	Cyt_c_Oxidase_IV	243188	1	1	species	9913	Bos taurus	30
319614	(306298, 1)	1	1	1	Cyt_c_Oxidase_VIIb	238696	Cyt_c_Oxidase_IV	243188	1	1	species	9913	Bos taurus	30
319618	(306296, 2)	1	1	1	Cyt_c_Oxidase_VIc	243191	Cyt_c_Oxidase_IV	243188	1	1	species	9913	Bos taurus	30
319620	(306296, 3)	1	1	1	Cyt_c_Oxidase_VIc	243191	Cyt_c_Oxidase_Va	243189	1	1	species	9913	Bos taurus	30
319628	(306294, 1)	1	1	1	Cyt_c_Oxidase_VIa	241552	Cyt_c_Oxidase_III	260264	1	1	species	9913	Bos taurus	30
319630	(306294, 2)	1	1	1	Cyt_c_Oxidase_VIa	241552	Cyt_c_Oxidase_I	271455	1	1	species	9913	Bos taurus	30
319634	(306296, 1)	1	1	1	Cyt_c_Oxidase_VIc	243191	COX2_TM	202397	1	1	species	9913	Bos taurus	30
319636	(306296, 4)	1	1	1	Cyt_c_Oxidase_VIc	243191	CcO_II_C	271839	1	1	species	9913	Bos taurus	30
319638	(306297, 1)	1	1	1	Cyt_c_Oxidase_VIIa	243192	Cyt_c_Oxidase_III	260264	1	1	species	9913	Bos taurus	30
319640	(306299, 2)	1	1	1	Cyt_c_Oxidase_VIIc	243193	Cyt_c_Oxidase_I	271455	1	1	species	9913	Bos taurus	30
319641	(306299, 1)	1	1	1	Cyt_c_Oxidase_VIIc	243193	Cyt_c_Oxidase_VIII	238470	1	1	species	9913	Bos taurus	30
319642	(306300, 2)	1	1	1	Cyt_c_Oxidase_VIII	238470	Cyt_c_Oxidase_VIIc	243193	1	1	species	9913	Bos taurus	30
319644	(306300, 3)	1	1	1	Cyt_c_Oxidase_VIII	238470	Cyt_c_Oxidase_I	271455	1	1	species	9913	Bos taurus	30
319646	(306298, 2)	1	1	1	Cyt_c_Oxidase_VIIb	238696	Cyt_c_Oxidase_I	271455	1	1	species	9913	Bos taurus	30
319691	(305544, 2)	1	1	1	Geminin	148810	Cdt1_m	263351	1	1	species	10090	Mus musculus	32
319692	(305546, 1)	1	1	1	Cdt1_m	263351	Geminin	148810	1	1	species	10090	Mus musculus	32
319693	(305545, 2)	1	1	1	Geminin	148810	Cdt1_m	263351	1	1	species	10090	Mus musculus	32
319694	(305546, 2)	1	1	1	Cdt1_m	263351	Geminin	148810	1	1	species	10090	Mus musculus	32
319695	(305544, 1)	1	1	1	Geminin	148810			1	1	species	10090	Mus musculus	32
319696	(305545, 1)	1	1	1	Geminin	148810			1	1	species	10090	Mus musculus	32
319697	(332414, 5)	2	1	1	COG4654	271887			0	1	species	63363	Aquifex aeolicus	9
545679	(680527, 2)	1	1	1	Pneumovirus_M2	203449			1	1	species	162145	Human metapneumovirus	9
140671	(100725, 1)	1	1	1	Cyt_c_Oxidase_VIIb	238696	Cyt_c_Oxidase_IV	243188	1	1	species	9913	Bos taurus	30
664978	(719104, 1)	1	1	1	Ribosomal_L29e	201968	Ribosomal_L21e	260708	1	1	no rank	559292	Saccharomyces cerevisiae S288c	15
319950	(321150, 1)	4	2	1	Lipl32	256850			0	0	species	173	Leptospira interrogans	9
140719	(100702, 4)	1	1	1	Cyt_c_Oxidase_VIc	243191	CcO_II_C	271839	1	1	species	9913	Bos taurus	30
53348	(239535, 3)	2	1	1	Phage_Coat_Gp8	253168			0	1	species	10864	Enterobacteria phage fd	6
53346	(239535, 1)	2	1	1	Phage_Coat_Gp8	253168			0	1	species	10864	Enterobacteria phage fd	6
140735	(100727, 2)	1	1	1	Cyt_c_Oxidase_VIII	238470	Cyt_c_Oxidase_VIIc	243193	1	1	species	9913	Bos taurus	30
140739	(100727, 3)	1	1	1	Cyt_c_Oxidase_VIII	238470	Cyt_c_Oxidase_I	271455	1	1	species	9913	Bos taurus	30
320183	(316970, 2)	1	1	1	PsbK	251355	psbC	263539	1	1	species	32053	Thermosynechococcus vulcanus	8
320189	(316980, 2)	1	1	1	psbZ	167400	psbC	263539	1	1	species	32053	Thermosynechococcus vulcanus	8
320199	(317001, 2)	1	1	1	PsbK	251355	psbC	263539	1	1	species	32053	Thermosynechococcus vulcanus	8
320205	(317011, 2)	1	1	1	psbZ	167400	psbC	263539	1	1	species	32053	Thermosynechococcus vulcanus	8
320209	(316999, 1)	1	1	1	psbI	179459	psbC	263539	1	1	species	32053	Thermosynechococcus vulcanus	8
320215	(316971, 3)	1	1	1	PsbL	145522	psbB	263539	1	1	species	32053	Thermosynechococcus vulcanus	8
320221	(316967, 1)	1	1	1	psbH	177006	psbB	263539	1	1	species	32053	Thermosynechococcus vulcanus	8
320229	(317002, 3)	1	1	1	PsbL	145522	psbB	263539	1	1	species	32053	Thermosynechococcus vulcanus	8
320235	(316998, 1)	1	1	1	psbH	177006	psbB	263539	1	1	species	32053	Thermosynechococcus vulcanus	8
320243	(316967, 3)	1	1	1	psbH	177006	Photosystem-II_D2	271639	1	1	species	32053	Thermosynechococcus vulcanus	8
320244	(316967, 2)	1	1	1	psbH	177006	PsbX	271626	1	1	species	32053	Thermosynechococcus vulcanus	8
320245	(316977, 1)	1	1	1	PsbX	271626	psbH	177006	1	1	species	32053	Thermosynechococcus vulcanus	8
320246	(316998, 2)	1	1	1	psbH	177006	PsbX	271626	1	1	species	32053	Thermosynechococcus vulcanus	8
320247	(317008, 1)	1	1	1	PsbX	271626	psbH	177006	1	1	species	32053	Thermosynechococcus vulcanus	8
320256	(316965, 1)	1	1	1	Cytochrom_B559	109344	psbF	235051	1	1	species	32053	Thermosynechococcus vulcanus	8
320257	(316966, 1)	1	1	1	psbF	235051	Cytochrom_B559	109344	1	1	species	32053	Thermosynechococcus vulcanus	8
320259	(316966, 2)	1	1	1	psbF	235051	Photosystem-II_D2	271639	1	1	species	32053	Thermosynechococcus vulcanus	8
320260	(316996, 2)	1	1	1	Cytochrom_B559	109344	psbF	235051	1	1	species	32053	Thermosynechococcus vulcanus	8
320261	(316997, 1)	1	1	1	psbF	235051	Cytochrom_B559	109344	1	1	species	32053	Thermosynechococcus vulcanus	8
320263	(316997, 3)	1	1	1	psbF	235051	Photosystem-II_D2	271639	1	1	species	32053	Thermosynechococcus vulcanus	8
320264	(316997, 2)	1	1	1	psbF	235051	PsbJ	250866	1	1	species	32053	Thermosynechococcus vulcanus	8
320265	(317000, 1)	1	1	1	PsbJ	250866	psbF	235051	1	1	species	32053	Thermosynechococcus vulcanus	8
320273	(316999, 2)	1	1	1	psbI	179459	Photosystem-II_D1	271639	1	1	species	32053	Thermosynechococcus vulcanus	8
320274	(316971, 2)	1	1	1	PsbL	145522	PS_II_psbM	132083	1	1	species	32053	Thermosynechococcus vulcanus	8
320275	(316972, 2)	1	1	1	PS_II_psbM	132083	PsbL	145522	1	1	species	32053	Thermosynechococcus vulcanus	8
320276	(316972, 1)	1	1	1	PS_II_psbM	132083			1	1	species	32053	Thermosynechococcus vulcanus	8
320277	(317003, 1)	1	1	1	PS_II_psbM	132083			1	1	species	32053	Thermosynechococcus vulcanus	8
320278	(317002, 2)	1	1	1	PsbL	145522	PS_II_psbM	132083	1	1	species	32053	Thermosynechococcus vulcanus	8
320279	(317003, 2)	1	1	1	PS_II_psbM	132083	PsbL	145522	1	1	species	32053	Thermosynechococcus vulcanus	8
320281	(316977, 2)	1	1	1	PsbX	271626	Photosystem-II_D2	271639	1	1	species	32053	Thermosynechococcus vulcanus	8
320285	(316965, 3)	1	1	1	Cytochrom_B559a	144025	Photosystem-II_D2	271639	1	1	species	32053	Thermosynechococcus vulcanus	8
320287	(316971, 4)	1	1	1	PsbL	145522	Photosystem-II_D2	271639	1	1	species	32053	Thermosynechococcus vulcanus	8
320291	(317008, 2)	1	1	1	PsbX	271626	Photosystem-II_D2	271639	1	1	species	32053	Thermosynechococcus vulcanus	8
320295	(316996, 4)	1	1	1	Cytochrom_B559a	144025	Photosystem-II_D2	271639	1	1	species	32053	Thermosynechococcus vulcanus	8
320297	(317002, 4)	1	1	1	PsbL	145522	Photosystem-II_D2	271639	1	1	species	32053	Thermosynechococcus vulcanus	8
320309	(316965, 2)	1	1	1	Cytochrom_B559a	144025	Photosystem-II_D1	271639	1	1	species	32053	Thermosynechococcus vulcanus	8
320317	(316996, 3)	1	1	1	Cytochrom_B559a	144025	Photosystem-II_D1	271639	1	1	species	32053	Thermosynechococcus vulcanus	8
53393	(239539, 5)	2	1	1	VIII	222773			0	1	species	10867	Enterobacteria phage Ike	6
53394	(239539, 2)	4	1	1	VIII	222773			0	1	species	10867	Enterobacteria phage Ike	6
470395	(428173, 1)	2	1	1	Periplasmic_Binding_Protein_Type_1	271685			0	1	no rank	272624	Legionella pneumophila subsp. pneumophila str. Philadelphia 1	11
320504	(317031, 3)	1	1	1	PsbK	251355	psbC	263539	1	1	species	32053	Thermosynechococcus vulcanus	8
320524	(317073, 3)	2	1	1	psbZ	167400	psbC	263539	0	1	species	32053	Thermosynechococcus vulcanus	8
320512	(317029, 1)	1	1	1	psbI	179459	psbC	263539	1	1	species	32053	Thermosynechococcus vulcanus	8
320520	(317062, 3)	1	1	1	PsbK	251355	psbC	263539	1	1	species	32053	Thermosynechococcus vulcanus	8
320528	(317060, 1)	1	1	1	psbI	179459	psbC	263539	1	1	species	32053	Thermosynechococcus vulcanus	8
320534	(317032, 3)	1	1	1	PsbL	145522	psbB	263539	1	1	species	32053	Thermosynechococcus vulcanus	8
320552	(578911, 11)	2	1	1	psbB	263539	MSP	186564	0	1	species	32053	Thermosynechococcus vulcanus	8
320540	(317028, 1)	1	1	1	psbH	177006	psbB	263539	1	1	species	32053	Thermosynechococcus vulcanus	8
320548	(317063, 3)	1	1	1	PsbL	145522	psbB	263539	1	1	species	32053	Thermosynechococcus vulcanus	8
320554	(317059, 1)	1	1	1	psbH	177006	psbB	263539	1	1	species	32053	Thermosynechococcus vulcanus	8
320569	(317026, 1)	1	1	1	Cytochrom_B559	109344	psbF	235051	1	1	species	32053	Thermosynechococcus vulcanus	8
320570	(317027, 1)	1	1	1	psbF	235051	Cytochrom_B559	109344	1	1	species	32053	Thermosynechococcus vulcanus	8
320572	(317027, 3)	1	1	1	psbF	235051	Photosystem-II_D2	271639	1	1	species	32053	Thermosynechococcus vulcanus	8
320573	(317027, 2)	1	1	1	psbF	235051	PsbJ	250866	1	1	species	32053	Thermosynechococcus vulcanus	8
320574	(317030, 2)	1	1	1	PsbJ	250866	psbF	235051	1	1	species	32053	Thermosynechococcus vulcanus	8
320575	(317057, 1)	1	1	1	Cytochrom_B559	109344	psbF	235051	1	1	species	32053	Thermosynechococcus vulcanus	8
320576	(317058, 1)	1	1	1	psbF	235051	Cytochrom_B559	109344	1	1	species	32053	Thermosynechococcus vulcanus	8
320578	(317058, 3)	1	1	1	psbF	235051	Photosystem-II_D2	271639	1	1	species	32053	Thermosynechococcus vulcanus	8
103391	(113097, 3)	1	1	1	Ubiq-Cytc-red_N	255212	Peptidase_M16_C	253075	1	1	species	9913	Bos taurus	30
320580	(317061, 2)	1	1	1	PsbJ	250866	psbF	235051	1	1	species	32053	Thermosynechococcus vulcanus	8
320581	(317031, 1)	1	1	1	PsbK	251355	psbZ	167400	1	1	species	32053	Thermosynechococcus vulcanus	8
320586	(317073, 2)	2	1	1	psbZ	167400	PsbK	251355	0	1	species	32053	Thermosynechococcus vulcanus	8
320585	(317062, 1)	1	1	1	PsbK	251355	psbZ	167400	1	1	species	32053	Thermosynechococcus vulcanus	8
320590	(317029, 2)	1	1	1	psbI	179459	Photosystem-II_D1	271639	1	1	species	32053	Thermosynechococcus vulcanus	8
320592	(317060, 2)	1	1	1	psbI	179459	Photosystem-II_D1	271639	1	1	species	32053	Thermosynechococcus vulcanus	8
320593	(317032, 2)	1	1	1	PsbL	145522	PS_II_psbM	132083	1	1	species	32053	Thermosynechococcus vulcanus	8
320594	(317033, 2)	1	1	1	PS_II_psbM	132083	PsbL	145522	1	1	species	32053	Thermosynechococcus vulcanus	8
320595	(317033, 1)	1	1	1	PS_II_psbM	132083			1	1	species	32053	Thermosynechococcus vulcanus	8
320596	(317064, 1)	1	1	1	PS_II_psbM	132083			1	1	species	32053	Thermosynechococcus vulcanus	8
320597	(317063, 2)	1	1	1	PsbL	145522	PS_II_psbM	132083	1	1	species	32053	Thermosynechococcus vulcanus	8
320598	(317064, 2)	1	1	1	PS_II_psbM	132083	PsbL	145522	1	1	species	32053	Thermosynechococcus vulcanus	8
320600	(317039, 1)	1	1	1	PsbX	271626	Photosystem-II_D2	271639	1	1	species	32053	Thermosynechococcus vulcanus	8
320604	(317026, 3)	1	1	1	Cytochrom_B559a	144025	Photosystem-II_D2	271639	1	1	species	32053	Thermosynechococcus vulcanus	8
320606	(317032, 4)	1	1	1	PsbL	145522	Photosystem-II_D2	271639	1	1	species	32053	Thermosynechococcus vulcanus	8
320610	(317070, 1)	1	1	1	PsbX	271626	Photosystem-II_D2	271639	1	1	species	32053	Thermosynechococcus vulcanus	8
320614	(317057, 3)	1	1	1	Cytochrom_B559a	144025	Photosystem-II_D2	271639	1	1	species	32053	Thermosynechococcus vulcanus	8
320616	(317063, 4)	1	1	1	PsbL	145522	Photosystem-II_D2	271639	1	1	species	32053	Thermosynechococcus vulcanus	8
639168	(664240, 1)	2	1	1	OTCace_N	251498			0	1	no rank	546272	Brucella melitensis ATCC 23457	11
665121	(719295, 4)	1	1	1	Ribosomal_S17	241807	Ribosomal_S8e_like	260676	1	1	no rank	559292	Saccharomyces cerevisiae S288c	15
320724	(317057, 2)	1	1	1	Cytochrom_B559	109344	PsbJ	250866	1	1	species	32053	Thermosynechococcus vulcanus	8
320725	(317061, 1)	1	1	1	PsbJ	250866	Cytochrom_B559	109344	1	1	species	32053	Thermosynechococcus vulcanus	8
320744	(317026, 2)	1	1	1	Cytochrom_B559	109344	PsbJ	250866	1	1	species	32053	Thermosynechococcus vulcanus	8
320745	(317030, 1)	1	1	1	PsbJ	250866	Cytochrom_B559	109344	1	1	species	32053	Thermosynechococcus vulcanus	8
320842	(632309, 6)	1	1	1	HisKA	260177	REC	271833	1	1	species	2336	Thermotoga maritima	9
320846	(343093, 1)	1	1	1	PAS	271998	REC	271833	1	1	species	2336	Thermotoga maritima	9
320847	(632321, 34)	1	1	1	REC	271833	PAS	271998	1	1	species	2336	Thermotoga maritima	9
307471	(430042, 1)	1	1	1	Sm_D1	271447	Sm_D2		1	1	species	9606	Homo sapiens	32
504633	(405249, 2)	23	4	2	GCD2,PRK08535	271474			0	0	no rank	131567	cellular organisms	2
320954	(686117, 4)	2	1	1	DXP_redisom_C	254800	DXPR_C	257629	0	1	species	2336	Thermotoga maritima	9
320952	(637558, 2)	2	1	1	DXPR_C	257629	DXP_redisom_C	254800	0	1	species	2336	Thermotoga maritima	9
665162	(719326, 2)	1	1	1	Ribosomal_S30	271989	Ribosomal_S4	249643	1	1	no rank	559292	Saccharomyces cerevisiae S288c	15
320985	(337632, 1)	8	4	1	Dehydratase_hem	272165			0	1	species	1833	Rhodococcus erythropolis	11
321016	(319606, 1)	1	1	1	Flu_PB2	109652	Flu_PB1	249990	1	1	no rank	211044	Influenza A virus (A/Puerto Rico/8/1934(H1N1))	9
321024	(344025, 4)	2	1	1	PRK07235	271827			0	1	species	88735	Rhodococcus sp. N-771	11
321026	(321219, 2)	3	3	1	PCNA	272061			0	1	species	9606	Homo sapiens	32
321027	(318201, 2)	3	3	1	PCNA	272061			0	1	species	9606	Homo sapiens	32
321028	(318200, 1)	3	3	1	PCNA	272061	Hus1	252310	0	1	species	9606	Homo sapiens	32
321029	(321222, 1)	3	3	1	Hus1	252310	PCNA	272061	0	1	species	9606	Homo sapiens	32
321030	(318811, 2)	3	3	1	Hus1	252310	PCNA	272061	0	1	species	9606	Homo sapiens	32
321031	(318812, 1)	3	3	1	PCNA	272061	Hus1	252310	0	1	species	9606	Homo sapiens	32
321039	(367944, 3)	1	1	1	PRC	272011	rpsS	260374	1	1	no rank	300852	Thermus thermophilus HB8	10
321040	(367945, 5)	1	1	1	rpsS	260374	PRC	272011	1	1	no rank	300852	Thermus thermophilus HB8	10
321041	(367943, 1)	1	1	1	RimM	250860	rpsS	260374	1	1	no rank	300852	Thermus thermophilus HB8	10
321042	(367945, 1)	1	1	1	rpsS	260374	RimM	250860	1	1	no rank	300852	Thermus thermophilus HB8	10
321174	(371443, 41)	1	1	1	STKc_MAPKAPK2	271873			1	1	species	9606	Homo sapiens	32
321177	(371449, 40)	1	1	1	STKc_MAPKAPK2	271873			1	1	species	9606	Homo sapiens	32
321178	(371446, 38)	1	1	1	STKc_MAPKAPK2	271873			1	1	species	9606	Homo sapiens	32
321180	(371452, 42)	1	1	1	STKc_MAPKAPK2	271873			1	1	species	9606	Homo sapiens	32
321184	(371455, 41)	1	1	1	STKc_MAPKAPK2	271873			1	1	species	9606	Homo sapiens	32
321186	(371461, 41)	1	1	1	STKc_MAPKAPK2	271873			1	1	species	9606	Homo sapiens	32
321189	(371467, 40)	1	1	1	STKc_MAPKAPK2	271873			1	1	species	9606	Homo sapiens	32
321190	(371464, 42)	1	1	1	STKc_MAPKAPK2	271873			1	1	species	9606	Homo sapiens	32
321192	(371470, 37)	1	1	1	STKc_MAPKAPK2	271873			1	1	species	9606	Homo sapiens	32
321197	(371476, 40)	1	1	1	STKc_MAPKAPK2	271873			1	1	species	9606	Homo sapiens	32
321386	(708644, 29)	1	1	1	Ubiquitin	271428	UBCc	271427	1	1	species	9606	Homo sapiens	32
321490	(337660, 2)	1	1	1	ATP1G1_PLM_MAT8	145295	Na_K_ATPase_bet	263549	1	1	species	7797	Squalus acanthias	20
321496	(337660, 1)	1	1	1	ATP1G1_PLM_MAT8	145295	Cation_ATPase_C	250058	1	1	species	7797	Squalus acanthias	20
321508	(341158, 1)	1	1	1	hypA	267554			1	1	no rank	69014	Thermococcus kodakarensis KOD1	10
321509	(341161, 1)	1	1	1	hypA	267554			1	1	no rank	69014	Thermococcus kodakarensis KOD1	10
5672	(19101, 1)	1	1	1	PA28_alpha	251182	PA28_beta	145416	1	1	species	9606	Homo sapiens	32
326657	(343143, 3)	14	7	1	ABC_ATPase,selen_PSTK	271875			0	0	species	2190	Methanocaldococcus jannaschii	9
512650	(356521, 2)	5	5	2	lectin_ERGIC-53_ERGL	265423	EFh	271644	0	1	species	9606	Homo sapiens	32
511131	(397565, 38)	3	3	2	EFh	271644	lectin_ERGIC-53_ERGL	265423	0	1	species	9606	Homo sapiens	32
16108	(448531, 1)	1	1	1	Peptidase_C1	271462	Peptidase_C1A_CathepsinB		1	1	species	9606	Homo sapiens	32
321642	(365351, 2)	2	1	1	TDH	190608			0	1	species	670	Vibrio parahaemolyticus	10
321640	(365351, 1)	2	1	1	TDH	190608			0	1	species	670	Vibrio parahaemolyticus	10
321643	(360830, 2)	1	1	1	PH_Sec3	271797	RhoA_like	271875	1	1	species	4932	Saccharomyces cerevisiae	14
321685	(566928, 16)	2	2	1	V_A-ATPase_A	271875	V_A-ATPase_B		0	1	no rank	300852	Thermus thermophilus HB8	10
665926	(714032, 1)	1	1	1	IlGF_like	261293			1	1	species	9606	Homo sapiens	32
490527	(457550, 1)	1	1	1	Flavi_NS2B	110033	Peptidase_S7	250249	1	1	no rank	408693	Dengue virus 3 Singapore/8120/1995	10
419810	(378006, 2)	10	4	2	GH27	271634			0	0	kingdom	4751	Fungi	5
419806	(378012, 4)	10	4	2	GH27	271634			0	0	kingdom	4751	Fungi	5
321812	(218450, 2)	2	1	1	class_II_aaRS-like_core	271452	EFP_N	254661	0	1	species	562	Escherichia coli	9
321813	(386440, 1)	2	1	1	EFP_N	254661	class_II_aaRS-like_core	271452	0	1	species	562	Escherichia coli	9
321824	(387567, 1)	2	1	1	AmpC	271911			0	1	species	261	Flavobacterium sp. K172	10
321832	(387569, 1)	2	1	1	AmpC	271911			0	1	species	261	Flavobacterium sp. K172	10
53675	(167149, 1)	3	1	1	rhv_like	265416	Calici_coat_C	254799	0	1	species	11983	Norwalk virus	7
53674	(426876, 5)	3	1	1	Calici_coat_C	254799	rhv_like	265416	0	1	species	11983	Norwalk virus	7
665347	(719627, 1)	1	1	1	Stm1_N	255441	PTZ00134	260360	1	1	no rank	559292	Saccharomyces cerevisiae S288c	15
322074	(350252, 4)	2	1	1	Flg_bbr_C	265808			0	1	no rank	90371	Salmonella enterica subsp. enterica serovar Typhimurium	11
322075	(350252, 3)	2	1	1	Flg_bbr_C	265808			0	1	no rank	90371	Salmonella enterica subsp. enterica serovar Typhimurium	11
